customer_id,segment,years_with_kite,policies_held,auto_renew,switches_last_3_years,comparison_quotes_last_renewal,days_letter_to_action,support_contacts_per_year,claims_last_5_years,premium_annual_eur,contents_sum_insured_eur,age_band,region,home_type,works_from_home
K-10288,Switcher,1,1,no,3,3,8,0,0,324,31500,55-64,Dublin,terrace,yes
K-10289,Payer,2,1,yes,0,0,20,2,0,358,25000,35-44,Rest of Leinster,apartment,yes
K-10290,Juggler,3,4,yes,2,2,7,1,1,1539,32000,45-54,Dublin,semi-detached,no
K-10291,Payer,3,1,yes,0,1,21,2,0,498,41500,45-54,Rest of Leinster,bungalow,yes
K-10292,Payer,3,1,yes,0,0,5,1,1,499,35500,65+,Dublin,semi-detached,no
K-10293,Juggler,4,3,yes,2,2,11,2,1,965,25500,35-44,Ulster,apartment,no
K-10294,Payer,2,1,yes,0,0,11,0,0,510,38000,25-34,Dublin,semi-detached,no
K-10295,Switcher,1,1,no,2,4,5,1,0,410,35000,25-34,Munster,bungalow,yes
K-10296,Payer,4,1,yes,0,0,14,0,0,445,31500,25-34,Rest of Leinster,terrace,no
K-10297,Switcher,1,2,no,3,5,7,1,0,362,42500,55-64,Rest of Leinster,semi-detached,yes
K-10298,Switcher,1,1,no,2,5,1,0,0,368,29500,25-34,Rest of Leinster,semi-detached,yes
K-10299,Switcher,1,1,no,3,5,6,0,0,466,53000,45-54,Dublin,detached,no
K-10300,Juggler,1,2,yes,0,2,15,0,0,1035,50500,65+,Dublin,detached,no
K-10301,Payer,4,1,yes,0,0,16,1,1,611,48500,45-54,Dublin,detached,no
K-10302,Payer,1,1,yes,0,0,5,1,0,325,24000,35-44,Dublin,apartment,no
K-10303,Switcher,1,1,no,3,4,6,0,1,515,39000,65+,Ulster,detached,no
K-10304,Switcher,3,1,no,3,3,6,0,1,270,27500,45-54,Rest of Leinster,apartment,
K-10305,Switcher,1,1,no,3,4,4,0,0,378,37000,55-64,Rest of Leinster,semi-detached,no
K-10306,Payer,4,1,yes,0,0,19,0,0,496,38000,35-44,Munster,bungalow,
K-10307,Payer,4,1,yes,0,1,24,2,0,598,44000,45-54,Dublin,detached,no
K-10308,Switcher,3,1,no,2,2,4,2,0,454,54000,45-54,Dublin,detached,yes
K-10309,Switcher,2,1,no,3,5,5,2,0,419,40500,25-34,Rest of Leinster,semi-detached,yes
K-10310,Juggler,2,4,no,1,0,6,2,0,1210,37500,45-54,Connacht,terrace,yes
K-10311,Payer,2,1,no,1,0,17,0,0,508,35500,35-44,Dublin,semi-detached,no
K-10312,Switcher,2,1,no,3,4,1,0,0,374,29000,45-54,Connacht,terrace,no
K-10313,Payer,3,1,yes,0,0,19,1,0,479,32000,45-54,Munster,bungalow,no
K-10314,Juggler,3,2,yes,2,1,13,1,0,817,36000,35-44,Munster,semi-detached,no
K-10315,Payer,4,2,yes,0,0,26,0,0,537,35000,35-44,Munster,semi-detached,
K-10316,Payer,3,1,yes,0,1,21,0,0,518,35500,65+,Munster,semi-detached,no
K-10317,Switcher,1,1,no,3,5,6,0,0,313,23000,35-44,Connacht,apartment,yes
K-10318,Payer,1,1,yes,0,0,18,0,0,384,31000,55-64,Dublin,terrace,no
K-10319,Switcher,1,1,no,3,2,6,1,0,324,24000,25-34,Dublin,apartment,no
K-10320,Payer,4,1,yes,0,0,18,0,0,649,46000,65+,Munster,detached,no
K-10321,Payer,2,2,yes,0,0,12,0,0,450,28000,45-54,Dublin,terrace,yes
K-10322,Juggler,2,3,yes,2,2,6,2,0,1427,51500,35-44,Rest of Leinster,detached,yes
K-10323,Juggler,2,2,no,1,1,8,2,0,780,31000,35-44,Dublin,semi-detached,no
K-10324,Switcher,2,1,no,3,2,6,1,0,377,43000,35-44,Ulster,semi-detached,yes
K-10325,Juggler,3,2,yes,1,1,4,0,0,719,29500,45-54,Dublin,semi-detached,no
K-10326,Switcher,1,1,yes,3,4,1,2,0,458,41500,25-34,Rest of Leinster,detached,no
K-10327,Payer,2,1,yes,0,0,21,1,0,457,43000,35-44,Connacht,semi-detached,yes
K-10328,Switcher,3,1,no,2,5,7,1,0,403,39500,35-44,Connacht,bungalow,yes
K-10329,Juggler,4,3,no,0,2,11,1,0,1051,35000,45-54,Munster,semi-detached,no
K-10330,Switcher,1,1,no,3,4,6,0,1,430,54500,45-54,Ulster,detached,yes
K-10331,Payer,4,2,yes,0,0,15,0,0,554,38500,65+,Rest of Leinster,semi-detached,no
K-10332,Payer,4,1,yes,0,0,5,0,0,561,40500,35-44,Dublin,semi-detached,no
K-10333,Switcher,1,1,no,2,5,4,0,0,267,25500,65+,Rest of Leinster,apartment,no
K-10334,Payer,3,1,yes,0,0,15,1,0,503,41000,45-54,Rest of Leinster,semi-detached,
K-10335,Switcher,2,1,no,3,3,5,0,0,424,33500,35-44,Munster,semi-detached,no
K-10336,Payer,1,1,yes,0,0,26,1,0,333,28000,25-34,Dublin,apartment,no
K-10337,Switcher,3,1,no,2,3,9,1,0,421,35500,35-44,Rest of Leinster,semi-detached,no
K-10338,Switcher,2,1,no,2,4,6,1,0,309,20500,35-44,Rest of Leinster,apartment,no
K-10339,Payer,1,1,yes,0,0,15,1,0,352,29000,45-54,Munster,apartment,
K-10340,Juggler,2,3,no,0,2,12,3,2,865,22500,65+,Dublin,apartment,no
K-10341,Payer,4,2,no,0,0,25,0,0,557,50000,35-44,Rest of Leinster,detached,no
K-10342,Payer,4,2,yes,0,0,22,1,0,591,47000,45-54,Dublin,detached,no
K-10343,Juggler,1,2,yes,2,1,6,2,0,625,28500,45-54,Connacht,terrace,no
K-10344,Juggler,2,3,no,1,2,6,1,0,1336,49000,35-44,Rest of Leinster,detached,yes
K-10345,Juggler,3,3,yes,1,2,11,1,0,859,24500,25-34,Munster,apartment,no
K-10346,Juggler,1,3,yes,1,2,6,1,0,1536,43000,45-54,Rest of Leinster,detached,yes
K-10347,Switcher,1,1,no,2,3,4,0,0,505,41000,25-34,Rest of Leinster,detached,yes
K-10348,Juggler,1,2,no,1,1,14,2,0,794,41000,45-54,Munster,semi-detached,yes
K-10349,Payer,3,1,yes,0,0,17,1,0,442,42000,25-34,Rest of Leinster,semi-detached,yes
K-10350,Payer,3,1,yes,0,1,13,0,0,521,30500,25-34,Munster,semi-detached,
K-10351,Juggler,4,2,yes,0,2,4,2,0,708,33500,65+,Munster,terrace,no
K-10352,Switcher,2,1,no,3,5,7,0,0,385,42500,45-54,Munster,semi-detached,yes
K-10353,Switcher,3,1,no,2,2,4,0,0,423,39000,35-44,Rest of Leinster,semi-detached,yes
K-10354,Payer,4,1,no,0,0,7,1,1,413,20500,35-44,Rest of Leinster,apartment,
K-10355,Juggler,4,3,no,0,1,14,3,0,1293,31500,35-44,Munster,bungalow,no
K-10356,Payer,4,1,yes,0,0,21,0,2,556,40500,45-54,Munster,detached,
K-10357,Switcher,3,1,no,2,5,2,1,0,376,36000,65+,Connacht,semi-detached,no
K-10358,Payer,4,2,yes,0,0,11,0,0,690,46500,45-54,Rest of Leinster,detached,yes
K-10359,Juggler,2,2,no,0,2,12,3,0,578,24500,65+,Munster,apartment,no
K-10360,Payer,4,2,yes,0,0,20,2,0,506,40000,45-54,Munster,semi-detached,
K-10361,Switcher,4,2,no,2,5,3,0,0,520,51500,45-54,Rest of Leinster,detached,
K-10362,Switcher,1,1,no,2,5,6,0,0,362,29000,25-34,Dublin,terrace,no
K-10363,Juggler,1,2,yes,1,1,11,0,0,808,30000,25-34,Rest of Leinster,bungalow,no
K-10364,Juggler,4,2,no,2,1,12,1,0,709,38000,35-44,Dublin,semi-detached,no
K-10365,Switcher,1,1,no,3,5,2,0,1,351,41000,35-44,Dublin,semi-detached,yes
K-10366,Juggler,2,2,no,1,1,4,2,0,652,24500,55-64,Connacht,terrace,no
K-10367,Switcher,1,1,yes,3,4,1,0,0,478,38500,65+,Rest of Leinster,detached,no
K-10368,Payer,2,1,yes,1,1,21,1,0,357,27500,45-54,Dublin,apartment,
K-10369,Payer,4,1,yes,0,0,23,1,0,481,30500,55-64,Rest of Leinster,semi-detached,
K-10370,Switcher,1,2,no,3,4,3,0,0,427,44500,35-44,Dublin,detached,no
K-10371,Payer,2,2,yes,0,0,17,0,0,432,37500,35-44,Dublin,terrace,yes
K-10372,Switcher,2,1,yes,2,4,4,1,0,501,39500,55-64,Munster,detached,no
K-10373,Payer,2,1,yes,1,0,18,0,0,611,51500,45-54,Dublin,detached,
K-10374,Juggler,3,2,yes,2,0,2,1,1,673,37500,45-54,Munster,semi-detached,no
K-10375,Payer,3,2,no,0,0,20,0,0,496,37000,45-54,Ulster,semi-detached,yes
K-10376,Payer,4,1,yes,0,1,23,0,0,489,39500,65+,Munster,semi-detached,no
K-10377,Switcher,2,1,no,2,3,1,1,0,455,36500,55-64,Rest of Leinster,detached,no
K-10378,Switcher,4,1,no,2,4,5,1,0,409,44000,35-44,Munster,bungalow,yes
K-10379,Juggler,1,2,no,1,1,10,3,0,719,30500,35-44,Munster,semi-detached,no
K-10380,Payer,1,1,yes,0,0,20,2,0,347,20500,65+,Dublin,apartment,
K-10381,Juggler,2,3,no,1,1,11,1,0,1027,32500,35-44,Connacht,terrace,yes
K-10382,Payer,3,1,yes,0,0,17,0,1,561,50000,65+,Rest of Leinster,detached,no
K-10383,Juggler,1,2,yes,1,1,12,0,0,828,37500,65+,Munster,semi-detached,no
K-10384,Switcher,1,1,no,3,3,6,0,0,417,41000,35-44,Munster,semi-detached,yes
K-10385,Payer,3,1,yes,0,0,17,0,0,545,50000,35-44,Dublin,detached,no
K-10386,Switcher,1,2,no,2,4,5,1,0,395,27500,35-44,Munster,terrace,yes
K-10387,Switcher,1,1,no,2,5,5,1,2,378,32500,25-34,Rest of Leinster,terrace,no
K-10388,Payer,2,1,yes,0,0,16,0,0,419,34000,35-44,Munster,semi-detached,
K-10389,Juggler,1,4,yes,1,2,8,1,0,1857,51500,35-44,Munster,detached,yes
K-10390,Juggler,3,4,no,1,2,9,0,0,1973,50500,45-54,Munster,detached,no
K-10391,Payer,4,1,yes,0,0,15,0,1,448,41500,45-54,Rest of Leinster,semi-detached,yes
K-10392,Payer,3,2,yes,0,0,21,0,0,472,39500,55-64,Dublin,semi-detached,no
K-10393,Payer,2,1,yes,0,1,13,0,0,453,27000,45-54,Rest of Leinster,terrace,yes
K-10394,Juggler,4,2,yes,2,2,11,1,0,921,40500,45-54,Munster,detached,yes
K-10395,Payer,4,1,yes,0,0,19,1,0,500,28500,55-64,Munster,semi-detached,no
K-10396,Switcher,2,1,no,1,3,4,1,0,374,40000,55-64,Dublin,semi-detached,no
K-10397,Juggler,2,4,no,0,1,11,1,0,1080,27000,25-34,Munster,apartment,no
K-10398,Payer,4,1,yes,0,0,17,1,0,481,33500,25-34,Rest of Leinster,semi-detached,
K-10399,Switcher,2,1,yes,2,3,4,0,0,429,35500,45-54,Rest of Leinster,semi-detached,no
K-10400,Juggler,2,2,no,1,0,7,3,0,762,33000,25-34,Dublin,semi-detached,no
K-10401,Payer,4,1,yes,0,0,22,1,0,564,43000,35-44,Rest of Leinster,semi-detached,yes
K-10402,Payer,1,1,yes,0,0,20,1,0,463,39500,45-54,Munster,semi-detached,no
K-10403,Switcher,1,2,no,2,5,6,0,0,413,33000,35-44,Rest of Leinster,semi-detached,yes
K-10404,Payer,4,1,yes,0,0,21,1,0,449,28500,25-34,Munster,terrace,yes
K-10405,Payer,4,1,yes,0,0,18,0,0,558,30500,65+,Munster,semi-detached,no
K-10406,Payer,4,1,yes,0,0,25,1,0,562,42500,55-64,Munster,semi-detached,yes
K-10407,Payer,4,1,yes,0,0,16,0,0,489,38000,55-64,Munster,semi-detached,no
K-10408,Switcher,2,1,no,1,4,2,1,0,312,24500,25-34,Dublin,terrace,no
K-10409,Payer,4,1,yes,0,0,20,2,2,538,32500,55-64,Dublin,semi-detached,yes
K-10410,Payer,4,2,yes,0,0,13,2,0,455,37000,25-34,Rest of Leinster,terrace,yes
K-10411,Switcher,2,1,no,3,4,4,0,0,417,35000,45-54,Rest of Leinster,semi-detached,yes
K-10412,Juggler,3,3,yes,2,3,9,3,0,1146,38000,55-64,Ulster,semi-detached,no
K-10413,Juggler,4,2,yes,1,2,15,1,0,555,30000,65+,Dublin,apartment,no
K-10414,Juggler,2,2,no,0,0,9,2,0,692,31000,55-64,Rest of Leinster,terrace,no
K-10415,Switcher,1,1,no,3,4,5,0,0,359,30000,45-54,Munster,semi-detached,no
K-10416,Switcher,1,1,no,3,4,7,2,0,399,41500,25-34,Rest of Leinster,semi-detached,no
K-10417,Payer,4,1,yes,0,0,18,0,0,638,45500,45-54,Dublin,detached,
K-10418,Switcher,2,1,no,2,3,1,0,0,311,34000,45-54,Dublin,terrace,no
K-10419,Switcher,1,1,no,3,5,8,1,0,316,28500,25-34,Connacht,terrace,no
K-10420,Switcher,1,1,no,2,5,7,0,1,507,45000,45-54,Dublin,detached,yes
K-10421,Switcher,4,1,no,1,3,5,0,0,314,32000,35-44,Rest of Leinster,terrace,yes
K-10422,Payer,4,1,yes,0,0,17,0,1,535,34500,35-44,Dublin,semi-detached,no
K-10423,Payer,4,1,yes,0,0,27,2,0,441,24500,35-44,Dublin,terrace,no
K-10424,Juggler,1,3,no,0,0,13,1,0,1335,39000,55-64,Munster,detached,no
K-10425,Payer,2,2,yes,0,0,22,1,0,487,38000,45-54,Dublin,semi-detached,yes
K-10426,Switcher,2,1,no,3,5,4,0,0,428,35500,35-44,Rest of Leinster,semi-detached,yes
K-10427,Payer,2,1,yes,0,0,16,0,0,430,33500,25-34,Ulster,semi-detached,yes
K-10428,Switcher,4,1,no,3,4,5,0,0,391,30500,45-54,Dublin,terrace,no
K-10429,Switcher,1,1,no,2,4,3,1,2,433,33000,55-64,Dublin,semi-detached,no
K-10430,Juggler,4,2,no,2,2,6,3,0,753,35000,55-64,Munster,terrace,no
K-10431,Switcher,2,1,no,1,5,3,0,0,421,34500,55-64,Dublin,bungalow,no
K-10432,Switcher,2,2,no,2,3,2,0,0,410,33500,45-54,Connacht,semi-detached,yes
K-10433,Payer,3,1,yes,0,1,23,0,2,500,37000,25-34,Dublin,semi-detached,
K-10434,Juggler,4,4,no,1,2,11,2,1,1736,53500,25-34,Dublin,detached,yes
K-10435,Switcher,1,1,no,2,3,3,0,0,529,49500,25-34,Dublin,detached,yes
K-10436,Payer,1,1,yes,0,0,25,0,0,347,23000,45-54,Dublin,apartment,no
K-10437,Payer,4,1,yes,0,0,15,2,0,404,33500,55-64,Munster,terrace,
K-10438,Switcher,1,1,no,3,5,4,0,0,364,29500,65+,Rest of Leinster,terrace,no
K-10439,Payer,4,1,no,0,0,9,1,1,520,40000,25-34,Connacht,semi-detached,yes
K-10440,Switcher,2,1,no,1,3,4,1,0,332,28000,45-54,Munster,apartment,no
K-10441,Switcher,2,1,no,3,3,4,0,0,365,31500,45-54,Connacht,terrace,no
K-10442,Payer,3,1,yes,0,1,8,0,0,423,36500,35-44,Dublin,terrace,
K-10443,Payer,3,2,yes,0,0,16,0,0,409,20000,35-44,Munster,apartment,
K-10444,Switcher,1,1,yes,1,4,3,1,0,382,30500,25-34,Dublin,terrace,no
K-10445,Payer,4,1,yes,0,0,17,0,0,431,29000,55-64,Munster,terrace,
K-10446,Switcher,4,1,no,2,3,4,1,0,313,28000,55-64,Connacht,apartment,no
K-10447,Switcher,2,2,no,2,2,4,0,0,479,37000,55-64,Dublin,detached,no
K-10448,Payer,4,1,yes,0,0,11,2,0,489,31500,35-44,Ulster,terrace,
K-10449,Switcher,3,1,no,2,3,2,0,0,409,44000,35-44,Dublin,semi-detached,yes
K-10450,Switcher,2,1,no,3,4,5,1,0,380,40000,65+,Rest of Leinster,semi-detached,no
K-10451,Payer,1,1,yes,0,0,14,0,0,596,36000,55-64,Ulster,detached,no
K-10452,Payer,4,1,yes,0,0,9,0,0,536,38000,35-44,Rest of Leinster,semi-detached,yes
K-10453,Juggler,4,2,no,2,0,11,1,1,714,40000,55-64,Dublin,semi-detached,no
K-10454,Switcher,2,1,no,3,4,2,1,0,513,51500,25-34,Ulster,detached,yes
K-10455,Juggler,2,4,no,1,3,5,1,0,1284,29500,35-44,Dublin,terrace,no
K-10456,Payer,4,1,yes,0,0,9,0,0,693,47500,45-54,Connacht,detached,
K-10457,Switcher,1,1,no,3,5,1,0,0,481,43000,35-44,Munster,detached,yes
K-10458,Juggler,2,2,yes,1,1,4,1,0,517,26000,25-34,Dublin,apartment,no
K-10459,Switcher,4,1,no,2,4,2,0,0,358,33500,55-64,Dublin,terrace,no
K-10460,Payer,4,2,yes,0,0,21,0,0,486,41000,35-44,Dublin,semi-detached,
K-10461,Payer,1,1,yes,0,0,21,1,0,487,56500,35-44,Munster,detached,yes
K-10462,Payer,4,1,yes,1,0,10,0,0,375,20500,65+,Rest of Leinster,apartment,no
K-10463,Switcher,1,2,no,2,3,1,0,0,392,36000,45-54,Munster,semi-detached,no
K-10464,Juggler,4,2,yes,2,0,14,2,0,969,54000,45-54,Connacht,detached,yes
K-10465,Payer,1,2,yes,0,0,19,2,0,355,28000,35-44,Dublin,terrace,no
K-10466,Payer,4,1,yes,0,1,23,0,0,463,30500,45-54,Munster,semi-detached,
K-10467,Switcher,1,2,no,2,4,2,0,2,365,32000,35-44,Munster,semi-detached,yes
K-10468,Payer,3,1,yes,0,0,15,0,1,503,40000,35-44,Rest of Leinster,semi-detached,yes
K-10469,Switcher,1,1,no,3,2,7,0,0,381,34000,45-54,Rest of Leinster,semi-detached,no
K-10470,Switcher,1,1,no,2,3,8,1,0,292,23500,35-44,Munster,apartment,
K-10471,Juggler,1,2,no,0,0,9,2,0,710,33000,45-54,Connacht,terrace,no
K-10472,Juggler,3,3,no,2,2,11,2,0,1072,25500,25-34,Rest of Leinster,terrace,yes
K-10473,Juggler,1,3,no,2,2,10,3,1,1571,44000,65+,Rest of Leinster,detached,no
K-10474,Switcher,3,1,no,2,3,4,2,0,356,28500,45-54,Connacht,terrace,no
K-10475,Switcher,1,1,no,2,4,4,0,0,328,26000,55-64,Connacht,apartment,no
K-10476,Switcher,1,1,yes,2,3,5,0,0,407,42000,35-44,Dublin,semi-detached,yes
K-10477,Switcher,1,1,no,3,3,6,1,0,384,33500,45-54,Dublin,semi-detached,no
K-10478,Juggler,3,4,yes,0,1,5,3,0,1085,21500,35-44,Munster,apartment,
K-10479,Switcher,1,1,no,2,4,3,2,0,344,44000,35-44,Dublin,semi-detached,yes
K-10480,Juggler,1,4,no,1,0,9,4,1,1247,31000,35-44,Dublin,terrace,no
K-10481,Switcher,2,1,no,3,5,4,0,1,393,37500,35-44,Rest of Leinster,semi-detached,yes
K-10482,Payer,3,1,yes,0,0,19,0,1,501,41000,55-64,Connacht,semi-detached,yes
K-10483,Payer,4,1,yes,0,0,21,1,0,442,27500,65+,Rest of Leinster,terrace,
K-10484,Payer,4,1,yes,0,0,28,0,1,693,52500,65+,Munster,detached,no
K-10485,Switcher,2,1,yes,3,3,4,0,0,365,36500,65+,Rest of Leinster,bungalow,no
K-10486,Payer,4,1,yes,0,0,18,0,0,524,38500,25-34,Dublin,semi-detached,
K-10487,Payer,4,1,yes,0,0,11,0,0,651,43500,45-54,Dublin,detached,
K-10488,Juggler,3,3,no,1,3,13,1,0,934,20500,35-44,Dublin,apartment,no
K-10489,Payer,4,2,yes,0,0,20,1,0,471,32500,25-34,Connacht,semi-detached,
K-10490,Payer,1,1,yes,0,0,16,0,0,485,28500,35-44,Rest of Leinster,semi-detached,no
K-10491,Juggler,4,3,yes,1,1,14,2,2,1309,48500,45-54,Dublin,detached,no
K-10492,Switcher,2,1,no,2,3,5,0,0,364,24500,55-64,Rest of Leinster,terrace,no
K-10493,Payer,4,1,no,0,0,12,1,1,481,34500,45-54,Rest of Leinster,semi-detached,
K-10494,Juggler,2,3,no,1,2,7,2,0,1039,41500,55-64,Rest of Leinster,semi-detached,yes
K-10495,Juggler,2,3,yes,2,1,11,4,0,1250,52500,55-64,Munster,detached,
K-10496,Payer,2,2,yes,0,0,23,0,0,530,48500,65+,Connacht,detached,no
K-10497,Switcher,1,1,no,1,5,2,0,2,327,28500,25-34,Dublin,apartment,no
K-10498,Switcher,1,1,no,2,2,4,1,0,474,45500,35-44,Rest of Leinster,detached,yes
K-10499,Payer,3,1,no,0,0,16,1,0,498,39000,65+,Ulster,semi-detached,no
K-10500,Switcher,1,1,yes,2,3,4,1,0,532,47500,35-44,Rest of Leinster,detached,yes
K-10501,Juggler,2,4,no,0,1,6,2,0,1686,30500,25-34,Dublin,bungalow,no
K-10502,Switcher,2,1,no,2,3,4,0,0,367,26000,35-44,Rest of Leinster,terrace,yes
K-10503,Payer,4,1,yes,0,0,15,1,0,685,49500,25-34,Rest of Leinster,detached,yes
K-10504,Juggler,4,2,yes,1,2,8,4,0,780,32500,35-44,Dublin,semi-detached,yes
K-10505,Payer,1,2,yes,0,0,10,1,0,518,42500,45-54,Munster,detached,no
K-10506,Switcher,1,1,no,2,3,7,0,0,262,23500,25-34,Dublin,apartment,yes
K-10507,Juggler,1,3,no,2,0,2,3,0,1151,37500,45-54,Rest of Leinster,semi-detached,yes
K-10508,Payer,4,1,yes,0,0,10,0,0,667,47500,25-34,Dublin,detached,yes
K-10509,Switcher,4,1,no,2,5,3,2,0,432,43000,55-64,Rest of Leinster,semi-detached,yes
K-10510,Juggler,1,3,no,1,0,11,2,0,1425,40500,45-54,Rest of Leinster,detached,yes
K-10511,Payer,3,1,yes,0,0,16,2,0,635,48000,45-54,Dublin,detached,
K-10512,Payer,4,1,yes,0,1,25,0,0,587,41500,45-54,Dublin,detached,yes
K-10513,Payer,3,1,yes,1,1,25,2,1,576,55500,45-54,Dublin,detached,
K-10514,Switcher,2,1,no,3,2,6,0,1,346,35500,45-54,Connacht,semi-detached,no
K-10515,Payer,4,1,yes,0,0,25,0,0,445,32500,35-44,Munster,semi-detached,yes
K-10516,Switcher,1,1,no,3,2,6,1,0,405,34000,35-44,Connacht,semi-detached,yes
K-10517,Payer,3,2,yes,1,0,20,2,0,655,36500,55-64,Rest of Leinster,detached,
K-10518,Payer,3,1,yes,0,0,5,2,0,355,24500,35-44,Ulster,apartment,no
K-10519,Switcher,1,1,no,1,4,3,1,0,447,38000,25-34,Dublin,detached,no
K-10520,Switcher,4,1,no,3,2,6,0,0,443,38500,55-64,Munster,bungalow,no
K-10521,Payer,4,2,yes,0,0,7,0,0,552,28500,45-54,Munster,semi-detached,
K-10522,Payer,2,1,yes,0,0,30,2,0,591,41000,35-44,Munster,detached,yes
K-10523,Switcher,4,1,no,2,3,4,0,0,429,39500,35-44,Connacht,bungalow,
K-10524,Juggler,1,2,no,1,1,13,0,0,575,21500,45-54,Dublin,apartment,yes
K-10525,Payer,4,1,yes,1,0,8,0,0,610,39000,25-34,Rest of Leinster,detached,yes
K-10526,Switcher,3,1,no,2,5,4,0,0,428,56500,45-54,Dublin,detached,yes
K-10527,Juggler,4,2,no,0,1,7,0,0,925,40000,25-34,Dublin,detached,
K-10528,Switcher,2,1,no,3,5,6,1,0,393,32500,65+,Dublin,terrace,no
K-10529,Juggler,3,3,yes,1,2,10,3,1,1118,30000,45-54,Connacht,terrace,no
K-10530,Juggler,3,4,no,2,0,7,2,0,1542,36500,35-44,Dublin,semi-detached,no
K-10531,Juggler,2,2,yes,1,1,7,1,0,684,34000,35-44,Connacht,terrace,no
K-10532,Switcher,1,1,no,1,5,2,0,0,498,42500,45-54,Munster,detached,no
K-10533,Switcher,4,1,no,3,4,3,0,0,382,26500,35-44,Rest of Leinster,terrace,no
K-10534,Switcher,1,1,no,3,4,4,0,0,412,40500,35-44,Ulster,semi-detached,
K-10535,Juggler,4,3,no,1,0,10,3,0,1155,35500,55-64,Rest of Leinster,semi-detached,no
K-10536,Payer,2,1,yes,1,0,8,0,1,407,42500,55-64,Rest of Leinster,semi-detached,yes
K-10537,Juggler,2,4,yes,1,0,7,3,0,1646,41000,35-44,Rest of Leinster,semi-detached,yes
K-10538,Payer,1,1,yes,0,0,27,0,0,371,21000,25-34,Munster,apartment,
K-10539,Juggler,1,4,no,0,0,14,1,0,1541,36500,35-44,Ulster,semi-detached,no
K-10540,Switcher,2,1,no,1,4,4,2,0,346,34500,55-64,Dublin,semi-detached,no
K-10541,Switcher,1,1,no,2,4,4,0,0,385,32000,55-64,Connacht,terrace,no
K-10542,Payer,2,1,yes,0,1,14,2,0,569,50500,35-44,Rest of Leinster,detached,yes
K-10543,Payer,3,1,no,0,0,12,1,1,499,32500,35-44,Dublin,semi-detached,yes
K-10544,Juggler,3,3,no,1,2,9,2,0,1109,34500,35-44,Connacht,semi-detached,no
K-10545,Payer,4,1,yes,0,0,16,1,1,465,34500,35-44,Connacht,semi-detached,
K-10546,Switcher,1,1,no,1,4,5,0,0,374,24500,25-34,Rest of Leinster,terrace,no
K-10547,Switcher,1,1,no,2,2,2,0,0,371,37000,25-34,Dublin,semi-detached,no
K-10548,Payer,4,1,yes,0,0,24,0,0,372,30000,65+,Munster,apartment,no
K-10549,Payer,3,2,yes,0,0,20,0,0,534,48000,45-54,Rest of Leinster,detached,
K-10550,Payer,1,1,yes,0,0,22,1,0,426,33000,25-34,Dublin,semi-detached,no
K-10551,Juggler,3,2,no,1,1,9,2,2,691,39500,35-44,Rest of Leinster,semi-detached,yes
K-10552,Payer,4,2,no,0,0,16,0,0,534,36000,35-44,Munster,semi-detached,yes
K-10553,Payer,3,2,yes,0,0,13,1,0,608,54500,45-54,Connacht,detached,yes
K-10554,Juggler,3,3,yes,1,2,5,1,0,1329,48000,45-54,Munster,detached,yes
K-10555,Juggler,3,3,no,0,3,12,0,0,1192,41000,55-64,Munster,semi-detached,no
K-10556,Juggler,2,2,no,0,2,12,3,0,543,21000,25-34,Rest of Leinster,apartment,no
K-10557,Juggler,4,2,no,2,2,12,1,0,854,53000,25-34,Ulster,detached,yes
K-10558,Switcher,1,1,no,1,4,1,0,1,347,34500,45-54,Ulster,semi-detached,yes
K-10559,Payer,3,1,yes,0,0,11,1,1,431,40000,45-54,Munster,semi-detached,
K-10560,Juggler,3,2,no,1,0,9,4,1,643,29000,55-64,Connacht,terrace,yes
K-10561,Switcher,2,1,yes,3,3,4,0,0,385,28500,65+,Dublin,terrace,no
K-10562,Payer,3,1,yes,0,0,19,0,2,528,39000,45-54,Dublin,semi-detached,yes
K-10563,Payer,4,1,yes,0,0,12,2,0,458,37500,45-54,Munster,semi-detached,no
K-10564,Juggler,2,3,no,1,2,11,1,0,1344,49500,65+,Connacht,detached,no
K-10565,Payer,3,2,yes,1,0,10,0,0,618,45500,35-44,Dublin,detached,
K-10566,Juggler,1,3,no,2,2,20,1,0,1126,27500,65+,Munster,terrace,no
K-10567,Switcher,1,1,no,2,2,5,0,0,377,38000,65+,Dublin,semi-detached,no
K-10568,Switcher,3,1,yes,2,3,6,1,0,358,27000,55-64,Connacht,terrace,no
K-10569,Payer,2,1,yes,0,0,6,2,0,606,42000,55-64,Dublin,detached,no
K-10570,Payer,4,1,no,0,0,11,0,0,492,40500,65+,Dublin,semi-detached,no
K-10571,Payer,4,1,yes,1,0,26,0,0,510,31500,25-34,Munster,semi-detached,no
K-10572,Payer,4,2,yes,0,0,12,1,0,466,41500,25-34,Ulster,bungalow,yes
K-10573,Payer,3,1,yes,0,0,12,0,1,416,30500,25-34,Dublin,terrace,
K-10574,Payer,2,1,yes,0,0,20,1,0,429,31000,35-44,Dublin,terrace,no
K-10575,Switcher,4,1,no,3,4,3,1,0,485,46000,35-44,Ulster,detached,
K-10576,Juggler,3,3,yes,0,0,8,1,0,958,27000,35-44,Munster,apartment,no
K-10577,Switcher,1,2,no,1,5,2,1,0,516,44500,35-44,Dublin,detached,no
K-10578,Switcher,4,1,no,3,3,4,1,0,537,50000,45-54,Rest of Leinster,detached,no
