sector,county,tools,crm,ai_tool,read
Energy,Galway,22,no,no,2026-06-10
Tax and accounting,Kildare,22,yes,no,2026-07-14
Tourism and hospitality,Mayo,7,yes,no,2026-08-02
Tax and accounting,Clare,16,no,no,2026-07-23
Motor,Kildare,21,no,no,2026-06-13
Food and drink,Clare,22,yes,no,2026-08-06
Motor,Wexford,28,yes,no,2026-08-20
Tourism and hospitality,Donegal,7,no,yes,2026-07-13
Tax and accounting,Galway,29,yes,yes,2026-09-19
Tourism and hospitality,Wexford,27,no,yes,2026-06-04
Food and drink,Galway,1,no,no,2026-08-22
Tax and accounting,Galway,20,yes,no,2026-07-11
Tourism and hospitality,Donegal,25,yes,yes,2026-06-28
Tourism and hospitality,Donegal,16,no,no,2026-06-09
Energy,Donegal,28,no,no,2026-06-01
Energy,Galway,4,no,no,2026-08-10
Food and drink,Galway,22,no,yes,2026-05-24
Tourism and hospitality,Clare,20,no,no,2026-07-31
Tax and accounting,Mayo,0,no,no,2026-08-31
Tourism and hospitality,Tipperary,8,no,no,2026-06-04
Tourism and hospitality,Galway,19,no,yes,2026-05-24
Tourism and hospitality,Wexford,14,yes,yes,2026-08-20
Food and drink,Clare,25,yes,no,2026-07-05
Tourism and hospitality,Galway,0,yes,yes,2026-06-04
Motor,Galway,30,yes,yes,2026-08-03
Motor,Clare,23,no,yes,2026-06-11
Tax and accounting,Wexford,10,yes,yes,2026-09-11
Motor,Galway,19,no,yes,2026-08-03
Tourism and hospitality,Kildare,16,yes,yes,2026-07-31
Energy,Tipperary,20,yes,no,2026-09-18
Tourism and hospitality,Kildare,27,no,yes,2026-08-16
Energy,Donegal,5,no,no,2026-07-29
Tax and accounting,Wexford,33,no,yes,2026-08-26
Food and drink,Tipperary,33,yes,yes,2026-09-03
Tax and accounting,Galway,9,yes,no,2026-06-27
Tax and accounting,Donegal,13,yes,no,2026-07-14
Motor,Mayo,16,no,yes,2026-06-18
Tourism and hospitality,Tipperary,16,no,yes,2026-08-03
Tourism and hospitality,Mayo,21,yes,no,2026-09-18
Food and drink,Donegal,1,no,yes,2026-07-17
Energy,Mayo,31,no,no,2026-09-02
Food and drink,Galway,31,yes,no,2026-09-15
Tourism and hospitality,Galway,5,yes,no,2026-07-26
Food and drink,Mayo,10,no,yes,2026-05-28
Energy,Kildare,28,no,yes,2026-07-13
Tax and accounting,Kildare,25,yes,no,2026-07-06
Tax and accounting,Donegal,23,no,yes,2026-09-07
Tourism and hospitality,Galway,-2,no,yes,2026-07-16
Food and drink,Wexford,35,no,no,2026-09-06
Tourism and hospitality,Tipperary,34,no,yes,2026-07-25
Energy,Kildare,1,no,no,2026-06-21
Motor,Galway,11,yes,yes,2026-08-19
Tax and accounting,Tipperary,22,no,no,2026-05-27
Tourism and hospitality,Tipperary,24,no,no,2026-05-28
Tax and accounting,Galway,25,no,yes,2026-08-29
Food and drink,Galway,10,yes,no,2026-08-18
Tax and accounting,Galway,34,yes,yes,2026-08-26
Food and drink,Wexford,26,no,no,2026-07-12
Tax and accounting,Galway,8,yes,yes,2026-09-08
Tourism and hospitality,Wexford,19,yes,yes,2026-05-24
Tax and accounting,Clare,16,no,no,2026-09-16
Motor,Tipperary,23,yes,yes,2026-06-07
Tax and accounting,Tipperary,28,yes,yes,2026-06-11
Energy,Donegal,12,no,no,2026-07-03
Tourism and hospitality,Kildare,27,no,no,2026-09-06
Tourism and hospitality,Tipperary,26,yes,no,2026-08-24
Tax and accounting,Donegal,1,no,no,2026-08-27
Food and drink,Tipperary,19,no,no,2026-05-27
Motor,Wexford,24,no,no,2026-09-06
Tax and accounting,Tipperary,22,yes,yes,2026-08-21
Tax and accounting,Wexford,21,yes,yes,2026-08-27
Energy,Galway,9,yes,no,2026-09-05
Motor,Tipperary,26,yes,no,2026-08-30
Food and drink,Mayo,26,yes,no,2026-08-10
Motor,Tipperary,-3,no,no,2026-06-10
Tax and accounting,Tipperary,12,no,no,2026-09-03
Food and drink,Mayo,26,yes,no,2026-09-11
Food and drink,Galway,27,yes,no,2026-09-01
Tax and accounting,Galway,25,yes,no,2026-06-23
Motor,Clare,12,no,yes,2026-07-29
Tourism and hospitality,Mayo,21,no,yes,2026-06-08
Tax and accounting,Donegal,20,no,yes,2026-06-27
Motor,Galway,9,no,yes,2026-09-05
Tourism and hospitality,Galway,15,yes,yes,2026-07-05
Tourism and hospitality,Tipperary,16,yes,no,2026-09-04
Energy,Kildare,22,yes,no,2026-08-09
Food and drink,Galway,22,yes,yes,2026-09-07
Energy,Wexford,6,yes,yes,2026-07-29
Tax and accounting,Donegal,22,yes,no,2026-07-21
Tourism and hospitality,Tipperary,32,no,no,2026-07-10
Tourism and hospitality,Tipperary,7,no,no,2026-08-29
Tax and accounting,Wexford,17,yes,no,2026-07-26
Energy,Mayo,26,yes,yes,2026-08-24
Energy,Donegal,27,yes,yes,2026-07-15
Food and drink,Galway,23,yes,no,2026-09-01
Tourism and hospitality,Kildare,-2,yes,yes,2026-08-23
Tourism and hospitality,Kildare,33,yes,no,2026-07-17
Tourism and hospitality,Mayo,24,no,yes,2026-08-16
Energy,Tipperary,0,no,no,2026-08-29
Food and drink,Donegal,19,yes,no,2026-05-31
Motor,Galway,26,yes,yes,2026-08-30
Tourism and hospitality,Wexford,13,yes,no,2026-09-11
Tourism and hospitality,Tipperary,21,yes,yes,2026-07-26
Tax and accounting,Galway,-2,yes,yes,2026-09-19
Tourism and hospitality,Wexford,33,no,yes,2026-05-29
Motor,Clare,30,yes,no,2026-09-05
Tourism and hospitality,Clare,-2,no,no,2026-06-18
Tax and accounting,Galway,11,yes,no,2026-08-17
Tax and accounting,Mayo,27,no,yes,2026-06-26
Motor,Tipperary,17,no,yes,2026-07-18
Food and drink,Galway,21,yes,no,2026-06-17
Food and drink,Galway,1,yes,no,2026-06-03
Motor,Mayo,32,no,yes,2026-09-13
Tax and accounting,Tipperary,20,yes,yes,2026-07-21
Energy,Donegal,5,no,no,2026-07-25
Tax and accounting,Donegal,16,no,no,2026-08-26
Tourism and hospitality,Tipperary,25,yes,no,2026-08-26
Energy,Galway,17,no,yes,2026-07-28
Tourism and hospitality,Galway,25,yes,yes,2026-08-21
Motor,Tipperary,6,no,yes,2026-07-26
Tourism and hospitality,Donegal,35,yes,no,2026-06-01
Tax and accounting,Wexford,23,no,no,2026-08-06
Food and drink,Clare,7,yes,no,2026-06-19
Energy,Galway,19,yes,no,2026-07-30
Food and drink,Galway,28,no,no,2026-07-08
Motor,Donegal,25,no,yes,2026-05-29
Food and drink,Galway,21,no,no,2026-06-27
Tourism and hospitality,Kildare,5,no,yes,2026-06-18
Tax and accounting,Tipperary,29,no,no,2026-07-09
Tax and accounting,Donegal,23,yes,yes,2026-06-27
Tourism and hospitality,Mayo,0,no,yes,2026-08-26
Motor,Clare,11,yes,no,2026-08-26
Tourism and hospitality,Donegal,19,no,yes,2026-07-12
Motor,Mayo,20,no,yes,2026-08-07
Tourism and hospitality,Mayo,27,yes,yes,2026-07-17
Food and drink,Donegal,8,yes,yes,2026-07-16
Food and drink,Clare,31,yes,yes,2026-06-05
Tax and accounting,Tipperary,22,no,no,2026-07-01
Motor,Clare,10,yes,no,2026-06-30
Tourism and hospitality,Galway,18,yes,yes,2026-08-18
Food and drink,Kildare,27,no,yes,2026-07-01
Tax and accounting,Clare,14,yes,yes,2026-09-14
Tourism and hospitality,Kildare,22,no,yes,2026-08-15
Motor,Galway,0,yes,yes,2026-06-06
Tax and accounting,Galway,25,no,yes,2026-07-19
Food and drink,Donegal,20,no,yes,2026-08-11
Tourism and hospitality,Wexford,8,no,no,2026-08-06
