agent,task,cost,seconds,handed_back,run
Vera,Checking,142,-75,no,2026-05-26
Sam,Checking,314,368,no,2026-07-24
Cato,Research,-61,312,no,2026-09-07
Vera,Research,350,376,no,2026-07-14
Cato,Research,253,270,yes,2026-05-31
Lena,Research,154,278,no,2026-06-22
Sam,Writing,334,507,yes,2026-06-07
Cato,Writing,221,277,no,2026-05-28
Cato,Writing,6,122,no,2026-09-11
Cato,Checking,201,383,no,2026-08-17
Sam,Reporting,-40,303,no,2026-09-11
Sam,Checking,364,194,no,2026-09-19
Cato,Checking,415,160,yes,2026-08-08
Cato,Writing,132,323,no,2026-07-29
Sam,Checking,317,415,no,2026-09-13
Cato,Checking,124,280,no,2026-08-29
Cato,Writing,101,-42,yes,2026-06-16
Sam,Writing,299,414,yes,2026-06-02
Sam,Checking,90,302,yes,2026-08-16
Cato,Checking,261,351,yes,2026-08-25
Lena,Reporting,240,239,yes,2026-06-18
Cato,Checking,178,288,yes,2026-07-25
Cato,Checking,296,291,yes,2026-09-18
Sam,Checking,169,114,no,2026-07-10
Vera,Writing,-30,23,yes,2026-07-13
Cato,Writing,365,347,no,2026-07-02
Sam,Checking,-6,245,yes,2026-08-13
Lena,Writing,219,274,no,2026-06-13
Sam,Checking,265,227,no,2026-09-11
Sam,Checking,220,337,no,2026-09-07
Cato,Checking,478,398,yes,2026-08-19
Vera,Reporting,145,134,yes,2026-09-20
Cato,Writing,-25,20,yes,2026-05-25
Sam,Writing,368,362,yes,2026-06-15
Sam,Checking,-62,332,yes,2026-08-30
Lena,Checking,249,399,no,2026-08-30
Vera,Checking,352,145,yes,2026-09-10
Cato,Checking,106,134,yes,2026-06-20
Cato,Checking,349,402,yes,2026-06-04
Vera,Checking,188,175,no,2026-08-04
Cato,Reporting,-37,44,no,2026-07-10
Sam,Checking,307,479,yes,2026-06-28
Cato,Writing,-25,374,no,2026-06-26
Lena,Research,202,259,no,2026-08-24
Cato,Research,322,315,no,2026-09-01
Cato,Research,250,176,yes,2026-08-24
Cato,Checking,449,464,yes,2026-08-28
Lena,Writing,39,234,no,2026-09-15
Cato,Checking,34,-44,no,2026-08-19
Cato,Checking,247,363,yes,2026-07-18
Sam,Checking,-20,358,yes,2026-08-25
Sam,Writing,288,205,no,2026-06-04
Sam,Checking,215,313,yes,2026-06-10
Vera,Checking,228,188,yes,2026-06-04
Cato,Checking,373,427,no,2026-08-27
Lena,Writing,108,235,yes,2026-07-11
Cato,Checking,133,-87,no,2026-07-27
Cato,Research,323,298,no,2026-05-26
Vera,Writing,93,227,no,2026-06-20
Cato,Writing,366,259,yes,2026-09-13
Sam,Checking,417,294,no,2026-07-08
Cato,Checking,127,312,no,2026-09-14
Cato,Writing,283,450,no,2026-09-04
Lena,Checking,124,157,no,2026-09-07
Cato,Reporting,104,60,yes,2026-05-28
Lena,Checking,203,315,no,2026-06-26
Cato,Checking,112,229,yes,2026-06-05
Cato,Checking,203,197,no,2026-08-31
Cato,Checking,371,162,yes,2026-08-17
Lena,Writing,219,296,yes,2026-08-23
Lena,Writing,319,362,yes,2026-08-02
Cato,Research,173,136,yes,2026-09-09
Sam,Reporting,69,45,yes,2026-08-02
Cato,Checking,364,342,yes,2026-07-21
Cato,Checking,46,320,no,2026-09-02
Vera,Research,372,249,no,2026-08-30
Cato,Checking,370,300,no,2026-06-15
Cato,Checking,104,295,yes,2026-06-21
Sam,Writing,325,507,no,2026-09-16
Cato,Checking,43,281,yes,2026-07-16
Cato,Checking,4,-95,yes,2026-07-14
Cato,Reporting,297,357,yes,2026-09-08
Cato,Writing,-72,242,yes,2026-09-06
Lena,Writing,276,260,no,2026-07-09
Cato,Checking,236,203,no,2026-06-15
Cato,Writing,297,356,no,2026-08-14
Sam,Reporting,449,300,yes,2026-07-22
Cato,Checking,168,302,no,2026-08-19
Lena,Reporting,50,-15,no,2026-07-12
Cato,Writing,208,357,no,2026-06-12
Cato,Checking,-3,322,yes,2026-08-20
Cato,Writing,329,350,yes,2026-07-02
Cato,Reporting,300,253,no,2026-06-20
Vera,Reporting,126,176,yes,2026-08-06
Sam,Checking,360,475,no,2026-06-06
Cato,Checking,97,287,no,2026-07-25
Cato,Checking,107,-67,no,2026-07-02
Sam,Checking,265,466,yes,2026-08-21
Vera,Writing,-2,234,no,2026-07-22
Lena,Checking,385,402,yes,2026-08-26
Sam,Reporting,393,152,no,2026-06-30
Cato,Reporting,265,178,yes,2026-06-18
Cato,Research,405,386,no,2026-09-05
Cato,Research,203,110,yes,2026-09-20
Cato,Checking,155,108,yes,2026-06-21
Cato,Research,264,294,no,2026-08-21
Cato,Checking,19,235,yes,2026-08-03
Vera,Checking,274,376,yes,2026-06-21
Sam,Checking,318,314,no,2026-06-23
Cato,Writing,304,226,yes,2026-08-20
Cato,Reporting,295,318,no,2026-08-12
Vera,Checking,97,302,no,2026-07-30
Lena,Checking,95,-8,yes,2026-09-04
Vera,Writing,242,384,no,2026-07-26
Cato,Checking,9,317,yes,2026-06-11
Sam,Research,334,208,no,2026-06-13
Cato,Checking,370,306,yes,2026-08-24
Cato,Checking,242,238,yes,2026-05-26
Sam,Research,455,358,yes,2026-07-15
Cato,Checking,163,285,no,2026-09-16
Vera,Checking,122,62,yes,2026-09-04
Lena,Writing,270,312,no,2026-09-03
Sam,Checking,-69,351,no,2026-08-05
Cato,Research,272,195,no,2026-05-27
Cato,Research,239,181,yes,2026-06-17
Vera,Checking,206,219,yes,2026-06-02
Cato,Checking,325,345,yes,2026-08-21
Cato,Writing,185,276,yes,2026-07-24
Sam,Writing,151,-41,yes,2026-07-30
Cato,Checking,306,324,no,2026-09-10
Cato,Writing,-30,261,yes,2026-09-12
Vera,Checking,252,243,no,2026-07-26
Cato,Checking,219,300,yes,2026-08-05
Cato,Checking,230,153,yes,2026-07-23
Cato,Writing,338,339,yes,2026-09-10
Cato,Checking,103,209,no,2026-08-07
Cato,Checking,155,-1,no,2026-07-29
Cato,Checking,336,480,yes,2026-06-23
Cato,Checking,131,311,no,2026-07-22
Cato,Checking,226,369,yes,2026-05-28
Cato,Writing,408,332,no,2026-09-18
Lena,Checking,107,335,yes,2026-08-16
Lena,Reporting,302,395,yes,2026-07-19
Cato,Checking,201,304,yes,2026-08-25
Cato,Checking,21,56,no,2026-09-04
Sam,Writing,382,375,yes,2026-06-25
Sam,Writing,98,316,yes,2026-05-31
Lena,Writing,331,221,no,2026-05-24
Vera,Checking,342,202,yes,2026-06-16
Vera,Writing,283,203,yes,2026-07-29
Cato,Research,384,455,no,2026-08-22
Cato,Writing,144,145,no,2026-06-15
Cato,Checking,98,89,no,2026-07-21
Cato,Checking,356,382,yes,2026-08-07
Sam,Research,31,301,no,2026-08-26
Cato,Checking,391,235,yes,2026-09-18
Lena,Checking,258,332,no,2026-07-09
Cato,Checking,272,269,yes,2026-08-22
Sam,Checking,325,509,yes,2026-07-31
Vera,Writing,185,248,yes,2026-06-26
Lena,Checking,47,-39,yes,2026-09-11
Cato,Writing,328,311,no,2026-07-29
Cato,Checking,-34,388,yes,2026-06-26
Cato,Checking,196,221,yes,2026-07-30
Sam,Checking,330,280,yes,2026-06-01
Sam,Checking,183,192,no,2026-07-06
Sam,Checking,328,489,yes,2026-05-28
Cato,Checking,32,188,no,2026-09-05
Sam,Writing,145,-55,yes,2026-06-04
Vera,Research,281,314,yes,2026-08-21
Cato,Writing,13,246,no,2026-09-01
Sam,Checking,289,334,yes,2026-07-22
Sam,Checking,236,135,no,2026-06-15
Cato,Writing,247,220,no,2026-09-18
Cato,Writing,306,485,no,2026-09-01
Vera,Research,212,238,yes,2026-06-14
Cato,Research,161,120,yes,2026-07-04
Cato,Checking,241,277,yes,2026-06-20
Vera,Research,-64,276,yes,2026-06-21
Cato,Checking,220,229,yes,2026-08-23
Cato,Checking,373,254,yes,2026-05-27
Sam,Checking,306,270,no,2026-07-06
Sam,Checking,286,460,no,2026-07-25
Cato,Checking,95,140,yes,2026-09-18
Cato,Reporting,55,-25,no,2026-06-06
Sam,Checking,242,340,no,2026-07-01
Sam,Writing,124,212,yes,2026-09-17
Sam,Writing,319,320,no,2026-09-15
Vera,Checking,341,153,yes,2026-07-09
Sam,Research,306,221,yes,2026-09-12
Vera,Checking,324,405,no,2026-08-05
Cato,Checking,157,116,no,2026-06-07
Vera,Reporting,132,89,yes,2026-07-14
Vera,Checking,337,274,no,2026-05-31
Lena,Checking,-17,411,no,2026-07-25
Sam,Checking,225,190,yes,2026-09-11
Cato,Writing,334,312,no,2026-08-15
Sam,Reporting,123,216,yes,2026-09-08
Cato,Writing,346,465,no,2026-08-20
Cato,Checking,129,290,yes,2026-09-01
Cato,Writing,63,21,no,2026-06-24
Cato,Checking,246,413,yes,2026-05-31
Cato,Checking,20,282,no,2026-07-03
Cato,Writing,197,200,yes,2026-05-28
Cato,Checking,244,338,no,2026-09-12
Cato,Writing,267,331,no,2026-09-14
Cato,Checking,397,345,no,2026-08-09
Sam,Checking,170,296,yes,2026-06-25
Cato,Research,-31,66,no,2026-08-25
Vera,Reporting,377,389,yes,2026-08-29
Lena,Reporting,119,367,yes,2026-06-11
Lena,Writing,370,198,no,2026-07-30
Vera,Checking,299,135,yes,2026-06-30
Cato,Writing,218,192,no,2026-07-19
Cato,Reporting,345,352,no,2026-08-11
Cato,Checking,36,257,no,2026-08-15
Cato,Checking,33,-27,no,2026-08-16
Cato,Checking,216,313,yes,2026-09-05
Sam,Checking,130,397,yes,2026-08-09
Lena,Checking,237,224,no,2026-09-09
Sam,Checking,250,254,yes,2026-06-28
Sam,Reporting,168,295,no,2026-08-27
Sam,Research,456,290,no,2026-09-19
Cato,Checking,41,299,yes,2026-08-26
Cato,Research,29,-52,no,2026-08-19
Cato,Writing,265,407,no,2026-08-22
Sam,Research,7,245,yes,2026-07-12
Sam,Checking,395,175,no,2026-06-04
Cato,Reporting,392,156,no,2026-07-24
Cato,Checking,265,306,no,2026-07-26
Vera,Checking,393,376,yes,2026-09-16
Cato,Writing,185,252,no,2026-07-11
Lena,Writing,58,-49,yes,2026-09-02
Cato,Writing,300,288,no,2026-09-11
Cato,Checking,-65,391,no,2026-06-21
Cato,Checking,255,218,yes,2026-09-18
Sam,Reporting,407,286,yes,2026-06-01
Lena,Writing,259,140,yes,2026-05-26
Cato,Checking,362,391,yes,2026-07-22
Lena,Checking,65,306,no,2026-07-22
Cato,Checking,140,-103,no,2026-08-01
Sam,Writing,267,314,yes,2026-08-03
Lena,Reporting,64,284,yes,2026-09-11
Lena,Checking,281,255,yes,2026-09-08
Vera,Checking,366,331,yes,2026-05-27
Sam,Writing,301,208,yes,2026-07-02
Vera,Checking,458,378,yes,2026-05-26
Vera,Checking,227,263,no,2026-07-03
Cato,Writing,-20,112,no,2026-06-21
Cato,Checking,348,373,no,2026-06-06
Cato,Checking,111,364,yes,2026-06-26
Vera,Checking,308,276,no,2026-08-10
Cato,Checking,243,268,no,2026-06-01
Cato,Writing,195,140,no,2026-06-06
Lena,Checking,341,392,no,2026-09-19
Cato,Writing,48,97,no,2026-07-08
Sam,Writing,163,49,yes,2026-07-22
Cato,Checking,248,280,no,2026-08-03
Cato,Checking,50,320,no,2026-07-29
Lena,Writing,354,182,yes,2026-06-10
Sam,Checking,339,201,no,2026-08-06
Cato,Checking,181,353,yes,2026-07-10
Lena,Checking,472,415,yes,2026-06-07
Sam,Writing,181,111,yes,2026-07-01
Cato,Writing,128,-42,no,2026-09-13
Cato,Checking,380,441,no,2026-06-18
Cato,Reporting,-66,298,no,2026-07-07
Sam,Checking,333,349,yes,2026-08-16
Sam,Checking,362,338,yes,2026-06-13
Sam,Reporting,160,156,no,2026-09-03
Sam,Checking,335,312,yes,2026-08-24
Cato,Research,172,192,yes,2026-08-17
Cato,Research,80,26,no,2026-06-29
Cato,Writing,258,262,no,2026-09-03
Cato,Reporting,-35,372,no,2026-09-10
Sam,Reporting,240,261,no,2026-06-06
Sam,Checking,372,148,no,2026-09-13
Cato,Checking,251,285,yes,2026-08-15
Vera,Checking,418,428,no,2026-09-03
Sam,Writing,207,204,yes,2026-08-31
Lena,Reporting,-28,39,no,2026-06-14
Cato,Reporting,226,277,no,2026-06-12
Cato,Checking,86,339,yes,2026-08-09
Cato,Checking,366,400,no,2026-08-26
Lena,Checking,396,151,no,2026-06-15
Cato,Checking,153,181,yes,2026-07-17
Cato,Checking,360,492,no,2026-05-26
Cato,Checking,176,223,yes,2026-09-10
Sam,Checking,95,-57,no,2026-06-20
Cato,Writing,310,418,yes,2026-08-12
Cato,Checking,123,352,yes,2026-06-01
Cato,Checking,381,194,yes,2026-08-03
Sam,Checking,277,234,yes,2026-06-22
Cato,Checking,207,282,yes,2026-06-22
Lena,Checking,435,381,no,2026-05-30
Vera,Reporting,118,134,yes,2026-08-24
Cato,Checking,-23,25,yes,2026-07-15
Cato,Checking,360,484,yes,2026-08-25
Sam,Writing,15,370,no,2026-09-02
Cato,Checking,382,225,no,2026-07-15
Vera,Checking,408,209,no,2026-06-14
Sam,Writing,228,318,no,2026-08-23
Cato,Checking,279,340,no,2026-06-23
Cato,Checking,99,249,no,2026-08-10
Sam,Writing,131,39,yes,2026-09-20
Vera,Checking,214,361,yes,2026-08-17
Cato,Checking,5,235,no,2026-09-07
Cato,Writing,301,334,yes,2026-07-18
Cato,Writing,236,153,yes,2026-07-29
Sam,Research,259,183,no,2026-06-13
Sam,Checking,458,333,no,2026-06-01
Sam,Research,45,240,no,2026-06-18
Cato,Checking,117,38,no,2026-08-19
Lena,Research,359,439,no,2026-06-13
Cato,Checking,23,195,yes,2026-07-06
Cato,Reporting,191,204,yes,2026-09-06
Cato,Checking,272,138,yes,2026-08-22
Sam,Reporting,191,136,no,2026-08-17
Sam,Checking,321,308,no,2026-06-16
Lena,Writing,78,269,no,2026-07-12
Cato,Research,101,16,yes,2026-09-05
Cato,Research,316,354,yes,2026-09-12
Sam,Checking,17,327,no,2026-07-17
Cato,Reporting,385,303,no,2026-06-10
Cato,Checking,257,332,yes,2026-09-01
Cato,Writing,298,285,no,2026-06-13
Cato,Writing,417,346,yes,2026-05-30
Cato,Research,79,240,yes,2026-07-10
Cato,Checking,-16,-92,yes,2026-08-19
Sam,Checking,334,277,no,2026-06-29
Vera,Reporting,116,243,yes,2026-06-08
Sam,Reporting,312,324,yes,2026-08-09
Lena,Checking,300,179,yes,2026-08-24
Cato,Checking,279,308,no,2026-07-26
Cato,Research,450,447,no,2026-05-30
Lena,Checking,92,142,yes,2026-08-03
Cato,Writing,153,74,yes,2026-06-19
Cato,Writing,206,414,no,2026-08-20
Cato,Research,50,282,no,2026-05-25
Cato,Checking,299,276,no,2026-07-12
Cato,Checking,271,240,yes,2026-08-20
Lena,Checking,118,298,no,2026-05-31
Sam,Checking,325,380,yes,2026-07-01
Lena,Checking,179,296,yes,2026-06-25
Cato,Checking,128,126,no,2026-06-02
Cato,Writing,348,431,no,2026-08-16
Cato,Writing,-64,344,no,2026-08-25
Cato,Research,214,310,no,2026-05-24
Vera,Reporting,413,242,yes,2026-09-08
Sam,Checking,170,291,yes,2026-09-07
Vera,Research,360,394,yes,2026-06-01
Cato,Checking,188,137,no,2026-06-10
Sam,Reporting,-27,109,yes,2026-09-06
Sam,Research,283,391,no,2026-08-15
Vera,Writing,30,328,no,2026-07-17
Lena,Writing,296,239,no,2026-09-08
Sam,Writing,357,135,no,2026-08-18
Cato,Checking,223,256,yes,2026-07-17
Cato,Writing,283,461,no,2026-09-16
Vera,Writing,119,248,no,2026-08-15
Sam,Writing,59,-48,no,2026-06-13
Cato,Reporting,335,404,no,2026-09-04
Cato,Checking,71,302,no,2026-08-04
Cato,Research,286,290,no,2026-06-16
Cato,Writing,256,204,no,2026-07-19
Sam,Reporting,101,190,yes,2026-09-02
Cato,Research,322,294,no,2026-06-16
Cato,Research,185,106,no,2026-09-04
Cato,Research,58,107,no,2026-09-09
Sam,Reporting,203,467,yes,2026-09-03
Sam,Checking,-59,213,yes,2026-07-09
Cato,Writing,250,319,no,2026-06-28
Sam,Reporting,247,331,yes,2026-08-13
Cato,Reporting,263,186,no,2026-07-07
Sam,Checking,361,391,no,2026-07-10
Vera,Checking,77,294,yes,2026-08-22
Cato,Research,5,-43,yes,2026-07-09
Sam,Writing,208,474,no,2026-07-21
Lena,Checking,-51,285,yes,2026-06-29
Lena,Reporting,221,217,yes,2026-08-08
Sam,Checking,414,254,no,2026-09-16
Cato,Writing,200,328,no,2026-06-01
Sam,Checking,348,365,no,2026-05-26
Lena,Reporting,159,259,yes,2026-08-12
Cato,Research,-34,77,yes,2026-05-25
Sam,Research,232,375,no,2026-07-24
Vera,Writing,-60,211,no,2026-07-17
Sam,Checking,271,197,yes,2026-06-24
Cato,Checking,290,330,yes,2026-09-14
Lena,Writing,170,215,yes,2026-06-01
Cato,Checking,441,509,no,2026-06-18
Cato,Reporting,85,190,no,2026-07-23
Vera,Checking,148,127,no,2026-08-13
Lena,Checking,229,284,yes,2026-06-12
Cato,Writing,-25,318,no,2026-07-10
Cato,Writing,269,187,yes,2026-08-22
Cato,Checking,253,162,no,2026-08-12
Sam,Research,163,168,yes,2026-07-30
Cato,Research,453,297,no,2026-08-18
Cato,Research,165,290,no,2026-09-08
Cato,Checking,116,46,no,2026-09-17
Lena,Checking,213,442,yes,2026-07-10
Cato,Writing,112,307,yes,2026-06-08
Cato,Checking,232,280,no,2026-07-19
Cato,Checking,340,287,no,2026-09-06
Cato,Reporting,190,302,no,2026-08-10
Lena,Writing,450,376,no,2026-08-09
Lena,Checking,56,154,no,2026-06-24
Cato,Writing,-11,-58,no,2026-07-17
Sam,Writing,359,269,yes,2026-07-11
Vera,Checking,54,223,no,2026-09-09
Vera,Research,298,284,no,2026-08-13
Cato,Reporting,249,129,no,2026-07-08
Vera,Checking,123,154,no,2026-08-15
Lena,Writing,349,441,no,2026-06-07
Sam,Checking,90,153,no,2026-05-30
Cato,Checking,149,-11,yes,2026-06-04
Vera,Checking,360,359,no,2026-09-16
Lena,Checking,94,376,no,2026-07-03
Vera,Checking,295,277,yes,2026-07-06
Lena,Checking,293,147,no,2026-05-27
Cato,Writing,245,279,yes,2026-09-07
Vera,Writing,469,440,yes,2026-08-12
Cato,Research,60,229,no,2026-09-13
Cato,Writing,115,17,yes,2026-09-15
Sam,Research,389,416,yes,2026-06-13
Cato,Checking,-2,270,no,2026-09-18
Sam,Reporting,312,274,yes,2026-07-30
Cato,Checking,238,314,no,2026-07-06
Cato,Writing,173,295,yes,2026-08-21
Cato,Checking,424,373,yes,2026-06-09
Sam,Checking,107,218,yes,2026-08-20
Vera,Writing,20,29,no,2026-06-13
Cato,Research,368,272,no,2026-09-03
Cato,Writing,94,274,yes,2026-09-07
Sam,Writing,243,266,yes,2026-06-18
Cato,Writing,238,345,yes,2026-06-25
Sam,Writing,267,268,yes,2026-06-01
Cato,Checking,381,486,yes,2026-09-19
Cato,Checking,52,101,yes,2026-09-14
Lena,Checking,-21,-72,yes,2026-09-14
Lena,Reporting,312,445,no,2026-06-13
Vera,Checking,-62,236,no,2026-07-09
Cato,Research,353,192,yes,2026-08-03
Cato,Writing,292,236,yes,2026-09-19
Cato,Writing,173,250,yes,2026-06-26
Cato,Writing,461,354,yes,2026-05-24
Cato,Reporting,56,218,yes,2026-09-18
Cato,Checking,82,-45,no,2026-07-25
Vera,Checking,196,418,no,2026-09-08
Cato,Checking,-20,423,yes,2026-08-12
Cato,Checking,307,329,no,2026-09-10
Vera,Checking,244,226,no,2026-07-29
Cato,Writing,180,158,yes,2026-09-12
Cato,Writing,378,455,yes,2026-08-15
Cato,Checking,195,234,yes,2026-06-03
Cato,Checking,158,15,no,2026-06-13
Lena,Checking,233,323,yes,2026-06-03
Cato,Writing,82,279,yes,2026-08-06
Cato,Checking,273,369,no,2026-09-10
Cato,Reporting,259,278,no,2026-05-28
Sam,Writing,174,204,yes,2026-08-10
Vera,Checking,416,440,no,2026-08-08
Cato,Checking,168,294,yes,2026-08-20
Cato,Checking,80,86,no,2026-07-20
Cato,Reporting,306,380,yes,2026-06-21
Sam,Research,65,418,no,2026-06-19
Cato,Checking,338,367,yes,2026-07-19
Sam,Checking,219,200,no,2026-08-24
Cato,Writing,248,196,no,2026-07-06
Sam,Checking,477,301,no,2026-07-06
Sam,Writing,128,208,yes,2026-05-24
Cato,Writing,-36,123,yes,2026-08-04
Sam,Checking,318,485,yes,2026-07-09
Sam,Writing,105,322,yes,2026-07-05
Cato,Checking,335,185,yes,2026-08-18
Cato,Checking,377,350,yes,2026-06-19
Cato,Reporting,160,214,yes,2026-05-26
Cato,Writing,288,347,yes,2026-09-06
Cato,Checking,187,220,yes,2026-06-28
Sam,Checking,5,93,no,2026-07-21
Cato,Reporting,240,337,no,2026-06-11
Cato,Research,15,307,no,2026-09-19
Cato,Writing,305,291,no,2026-09-07
Cato,Writing,299,333,yes,2026-08-26
Cato,Writing,196,181,no,2026-09-17
Vera,Reporting,408,452,yes,2026-06-07
Lena,Checking,134,85,no,2026-07-24
Cato,Checking,16,45,no,2026-08-23
Lena,Writing,366,430,yes,2026-06-23
Cato,Research,-34,352,yes,2026-05-30
Sam,Checking,210,241,yes,2026-07-12
Cato,Checking,331,202,yes,2026-09-17
Cato,Checking,280,155,no,2026-07-28
Sam,Checking,325,313,yes,2026-07-20
Cato,Research,201,141,no,2026-08-05
Cato,Writing,-19,-29,yes,2026-09-04
Cato,Checking,197,342,yes,2026-08-07
Cato,Research,-43,328,yes,2026-06-08
Cato,Reporting,310,176,no,2026-08-15
Cato,Checking,310,313,no,2026-06-12
Cato,Reporting,129,295,no,2026-07-17
Sam,Writing,322,284,yes,2026-08-15
Lena,Checking,202,182,no,2026-09-10
Cato,Checking,31,-5,yes,2026-09-08
Vera,Checking,271,473,yes,2026-08-21
Sam,Checking,13,422,no,2026-06-17
Cato,Writing,220,337,no,2026-07-21
Sam,Checking,218,175,no,2026-09-12
Sam,Checking,175,180,yes,2026-08-22
Cato,Research,343,304,no,2026-09-02
Cato,Writing,106,196,no,2026-07-03
Cato,Reporting,43,-98,yes,2026-08-07
Vera,Checking,216,388,no,2026-06-25
Cato,Checking,119,380,no,2026-08-04
Sam,Checking,335,379,yes,2026-05-29
Sam,Writing,337,144,no,2026-09-13
Cato,Reporting,254,173,no,2026-06-09
Cato,Checking,337,485,yes,2026-06-04
Lena,Reporting,43,126,yes,2026-06-10
Cato,Checking,144,123,yes,2026-05-28
Cato,Writing,298,296,no,2026-08-06
Cato,Checking,27,381,no,2026-07-20
Vera,Research,362,361,no,2026-08-13
Sam,Writing,384,131,yes,2026-08-29
Cato,Reporting,200,327,no,2026-08-31
Vera,Checking,379,456,no,2026-07-19
Cato,Writing,196,198,no,2026-06-16
Sam,Checking,92,-33,no,2026-09-14
Sam,Research,256,313,no,2026-05-27
Cato,Checking,-55,228,no,2026-09-05
Sam,Checking,372,273,no,2026-07-02
Cato,Writing,315,337,yes,2026-09-11
Sam,Checking,126,272,no,2026-07-10
Lena,Checking,304,336,no,2026-09-17
Sam,Writing,229,307,no,2026-08-08
Lena,Writing,-6,-31,yes,2026-08-15
Lena,Research,197,479,yes,2026-08-05
Cato,Checking,26,195,yes,2026-09-03
Cato,Writing,320,260,no,2026-09-09
Sam,Reporting,309,218,no,2026-07-19
Lena,Research,130,189,no,2026-08-22
Cato,Checking,307,337,yes,2026-06-18
Cato,Checking,169,170,yes,2026-05-24
Cato,Checking,138,104,no,2026-06-25
Cato,Reporting,267,375,no,2026-07-24
Cato,Reporting,130,208,no,2026-09-17
Cato,Checking,199,180,no,2026-07-30
Cato,Research,290,277,yes,2026-08-19
Cato,Writing,130,175,no,2026-07-08
Sam,Checking,416,422,yes,2026-09-11
Sam,Checking,190,168,no,2026-06-04
Sam,Research,15,-14,yes,2026-08-20
Lena,Reporting,371,385,yes,2026-07-25
Vera,Checking,18,386,yes,2026-07-18
Sam,Checking,363,206,yes,2026-05-24
Sam,Checking,319,180,yes,2026-07-19
Cato,Writing,161,240,yes,2026-08-28
Sam,Checking,327,333,no,2026-09-17
Cato,Checking,143,272,no,2026-08-27
Lena,Checking,-16,8,no,2026-08-24
Vera,Writing,321,316,yes,2026-08-01
Cato,Writing,131,308,no,2026-09-17
Vera,Checking,306,280,yes,2026-08-28
Cato,Writing,370,130,no,2026-08-08
Lena,Reporting,229,210,yes,2026-06-07
Vera,Reporting,284,311,no,2026-09-06
Cato,Writing,227,130,no,2026-08-07
Cato,Checking,135,63,no,2026-09-16
Sam,Writing,349,357,yes,2026-07-13
Cato,Checking,-42,368,no,2026-05-30
Cato,Checking,389,307,no,2026-06-23
Lena,Writing,220,131,no,2026-09-17
Sam,Research,249,319,yes,2026-06-02
Sam,Checking,473,294,yes,2026-07-10
Cato,Writing,131,247,yes,2026-07-09
Vera,Checking,5,-50,no,2026-06-02
Cato,Writing,303,320,yes,2026-07-08
Cato,Checking,100,286,no,2026-07-23
Cato,Checking,204,210,no,2026-07-05
Cato,Writing,277,298,yes,2026-05-28
Sam,Checking,166,216,yes,2026-06-28
Cato,Research,420,322,no,2026-06-13
Cato,Reporting,137,224,no,2026-08-28
Vera,Checking,22,113,no,2026-06-28
Cato,Writing,268,294,yes,2026-09-18
Cato,Checking,63,341,yes,2026-07-10
Cato,Research,263,174,no,2026-07-31
Cato,Research,213,344,yes,2026-09-20
Cato,Research,232,269,no,2026-06-02
Vera,Checking,404,458,yes,2026-08-01
Cato,Checking,118,132,yes,2026-07-18
Cato,Reporting,-10,-15,no,2026-06-26
Cato,Checking,306,417,no,2026-09-01
Sam,Reporting,-8,335,yes,2026-09-01
Cato,Checking,255,203,yes,2026-07-15
Sam,Checking,382,152,no,2026-07-21
Cato,Writing,248,217,no,2026-05-24
Sam,Checking,405,304,yes,2026-08-11
Vera,Research,167,247,no,2026-06-11
Cato,Checking,-37,-27,no,2026-06-30
Cato,Reporting,373,264,no,2026-07-18
Vera,Writing,114,239,no,2026-07-07
Cato,Checking,345,268,no,2026-09-20
Vera,Writing,289,150,yes,2026-06-10
Sam,Checking,234,319,no,2026-06-21
Cato,Checking,452,298,yes,2026-08-24
Sam,Checking,235,254,yes,2026-07-06
